Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230124_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
156.8,0.000,20.398,1614700.817,1206150.206,1051128.290,959381.459,860288.792,779791.591,685418.287,609466.004,537017.895,482418.367,436020.752,394296.269,358258.791,328593.507,301754.019,278299.773,264272.106,240517.077,224892.741,210433.807,197290.697,186497.270,176903.547,164133.882,154637.483,148773.521,144745.344,132354.138,126935.393,119777.204,114611.960,108581.357,105099.620,99547.470,95464.020,89612.213,84659.416,80337.259,78074.840,74867.191,70531.794,67065.100,64317.041,61531.623,57349.158,55660.596,53953.007,52361.035,50281.447,47959.383,46818.445,43469.221,42508.352,40622.282,39283.862,37190.819,37291.921,35583.536,33143.376,31690.204,30460.679,29269.153,28220.889
162.5,0.700,27.142,1544223.465,1172491.178,1036052.217,934796.960,849494.135,779899.723,685505.334,609634.929,547248.620,485697.467,441813.966,399674.667,367006.212,334333.590,312810.644,287670.962,273124.709,249984.651,232748.554,219865.540,201421.856,191258.171,182242.401,172228.470,161844.369,157229.041,150796.708,140728.742,132712.035,124953.935,120180.915,115633.396,108607.640,103015.469,99418.350,93490.990,89539.534,85284.210,81531.584,77621.630,73983.828,71513.937,68160.875,65478.311,60955.712,59343.136,57145.243,55973.390,53203.170,49832.743,49354.206,47347.172,44491.190,43360.002,42087.583,39785.057,39041.252,37809.827,35591.265,34125.290,32380.543,30838.618,30326.362
168.5,0.000,28.578,1455478.323,1122849.200,998792.707,923403.590,840788.781,757395.822,676498.671,607577.954,545873.916,492103.748,448043.118,398375.188,372192.640,339802.459,313536.943,288189.819,273607.805,254221.610,239904.085,223810.382,208814.616,197361.283,191147.777,177364.479,167631.564,161338.388,156893.210,145321.424,138153.237,129554.394,124531.265,120223.311,114342.627,107617.855,104924.613,97500.324,93860.539,88546.292,86117.043,81557.901,78495.651,75273.834,71856.884,68056.293,63437.207,63375.608,59590.865,59722.797,56470.156,53079.428,51810.537,49167.795,47885.079,45971.395,43705.715,41774.551,40535.775,38910.129,37244.103,35692.439,34370.868,32753.159,32010.627
174.7,0.000,20.474,1367758.731,1074554.621,962880.680,881737.347,807599.700,739430.716,666464.105,605359.797,534671.799,492069.631,442620.839,396460.385,370019.732,340244.589,316225.046,295546.424,276911.140,257211.187,244423.278,229296.825,211543.164,200657.759,192051.743,183590.861,172154.864,164556.960,158571.740,149757.083,142499.513,134340.014,129316.732,125126.357,118277.492,113369.490,107412.109,100560.081,97728.533,92315.085,90322.630,85069.302,81554.876,78382.889,75524.640,70733.241,66977.104,65137.513,63593.472,60833.427,58711.903,55049.823,54500.652,51382.802,49451.480,48521.864,46490.216,44248.939,42500.125,41224.958,39295.773,38042.826,36424.476,34600.837,33410.277
181.1,0.000,12.428,1277737.998,1002597.901,913953.980,847433.853,770318.360,708392.245,638473.290,585084.342,521387.170,475284.749,433003.842,393575.440,364988.878,337256.070,311163.641,293329.489,278008.404,258441.008,243171.650,229737.992,214503.780,204472.515,192914.113,185848.061,174945.052,168601.403,161060.502,150551.480,143544.901,136890.604,131746.966,127220.190,120534.336,115638.186,110499.478,102808.757,99807.033,95569.133,91885.015,86927.015,84141.869,80443.263,78039.844,73481.054,68921.679,67758.797,65257.973,63252.829,61273.068,58485.900,56623.592,53128.559,51595.096,48984.299,47470.920,45370.992,44562.560,42225.582,40422.063,38965.193,37249.158,35845.487,33962.693
187.7,0.000,17.051,1179115.247,926374.545,860852.559,799784.677,728335.569,679007.044,620800.101,559503.335,507684.442,463311.367,420030.889,383422.048,359441.912,332886.359,309013.695,291448.959,271501.107,254223.320,241257.159,228899.357,212303.964,204779.186,194212.623,186306.555,174819.194,168604.686,162059.336,153310.605,145342.158,137316.104,133776.738,127702.651,122757.653,117378.080,112098.649,105712.379,101386.916,97221.013,93208.476,88617.233,84861.983,82182.616,78605.605,75058.645,70548.635,70008.579,67344.110,64494.171,62752.176,60521.442,57451.856,54327.004,52295.616,51407.306,48879.519,46300.792,45438.357,43772.139,42843.228,39939.649,39091.370,36960.756,34940.672
194.6,2.444,17.390,1070425.210,831375.392,789150.315,736301.655,678257.897,631127.963,577533.659,530450.140,477025.676,439960.986,400982.919,368649.546,344692.590,320710.540,298051.890,283780.990,266036.429,247695.964,237088.841,224447.155,211277.913,201305.898,190110.448,184660.527,175154.334,168222.865,159743.943,151632.710,145269.725,137067.016,132598.169,127100.213,123130.297,116770.559,111586.448,105562.853,101972.696,96952.703,95010.441,89510.409,85561.924,83344.969,78937.296,75166.076,70924.909,69544.663,68705.177,65827.231,63225.623,60556.011,57391.032,54958.945,53238.235,50677.378,49738.562,46875.182,45811.956,43623.175,42241.400,40262.264,39323.053,37596.241,36043.700
201.7,0.000,35.825,956735.818,745879.116,712135.732,673788.285,625769.094,580009.377,535276.282,492953.451,448531.457,411389.197,379435.401,348576.033,330724.823,304707.159,284089.293,271714.880,256864.367,240723.579,231894.178,217185.768,204843.984,196032.386,187834.232,178771.075,171992.925,164744.594,157080.152,150479.541,143200.770,135372.875,130959.896,127444.236,121961.555,117092.043,110020.961,106046.996,101229.599,96964.763,93978.049,89111.838,85810.665,82255.451,80190.743,77139.111,71643.811,70663.575,68231.005,66654.306,62970.696,60516.080,58189.629,55228.414,52650.189,51546.094,49789.466,48115.375,45775.776,44467.740,42793.022,41258.052,38907.150,38334.853,36695.544
209.1,0.000,17.731,825116.734,656894.156,633206.149,605901.844,564533.836,527255.784,490888.955,448480.491,414848.870,383578.083,351887.535,326424.762,311824.674,286507.350,268830.127,257119.925,242764.480,229008.659,219885.980,207801.315,195800.618,188084.273,181400.238,171869.195,164261.428,158502.413,153230.995,145067.156,139212.185,131770.202,127624.053,124015.511,120237.602,113455.521,108204.381,103564.190,99303.174,95033.154,92506.849,86642.981,84233.790,81644.421,78545.311,74138.022,71446.232,68502.981,66503.999,65371.151,62858.272,60037.983,57705.899,54182.872,52942.223,50589.223,48822.500,47843.349,45818.096,43974.191,41983.607,40364.321,38978.212,38139.815,36286.428
216.7,0.000,34.992,704053.886,567362.541,556517.032,531476.391,504444.414,474571.721,444056.532,407484.113,378223.409,352674.833,324728.831,300000.696,283939.026,269363.527,250900.907,240068.055,226185.041,215642.990,208716.662,197167.064,185630.407,179568.337,173043.145,163836.605,157720.712,150498.565,145651.394,138277.167,134640.643,126921.225,124101.528,120368.232,114630.898,112039.753,105892.551,101889.224,96130.965,92593.562,90271.502,84633.683,82931.464,79984.757,77379.979,72972.109,69420.102,67826.222,65567.397,63728.603,61771.901,58054.846,56720.928,53543.855,51324.661,50153.834,48646.940,46712.203,44503.289,44170.291,41153.516,39793.089,38707.205,37747.416,35228.637
224.7,0.000,17.375,591825.011,483378.676,476936.628,457140.049,439723.253,416373.816,395485.331,362083.860,336394.184,320068.763,295142.439,274781.726,259495.263,247099.778,233659.701,221895.516,210834.938,201576.828,195030.880,182907.485,174440.015,167908.975,161549.076,152732.565,150112.430,143056.643,138456.058,132465.025,126703.755,120590.489,118473.064,114996.298,109577.917,105887.823,101925.253,96568.752,93135.995,89355.546,86270.181,81445.123,80659.136,76378.944,75001.111,70886.657,67170.098,65815.340,63805.623,61746.600,59490.857,57272.738,54612.231,51595.698,49848.071,47484.775,46517.826,45640.816,43544.312,42726.317,40433.769,38454.414,37126.587,36478.714,34664.325
232.9,0.000,24.734,490612.792,398461.618,398618.623,386364.617,376748.906,361630.776,342093.015,319324.818,300178.057,284305.463,265208.585,243764.908,233249.602,223329.143,208702.568,202303.310,194415.344,185286.341,177697.168,169463.474,160885.262,156122.578,150329.165,142385.530,141509.262,135716.176,130614.813,124171.355,119847.918,114902.382,110593.366,108157.302,103666.863,100585.260,96214.284,91914.713,88310.826,84834.257,81531.228,78444.299,75218.587,72893.469,69734.853,68136.409,64283.564,62307.972,60408.125,58962.980,56498.549,54077.279,52612.990,50208.702,47981.457,46520.244,45076.332,43343.101,42792.596,40514.893,38537.402,37479.710,35646.018,35304.220,32929.489
241.4,0.000,13.829,401968.280,325664.128,324785.303,324823.915,314678.599,305354.987,294131.860,273513.348,257878.931,248415.819,231902.200,213332.505,206579.024,199130.182,188439.504,180354.790,175074.962,165631.634,160968.612,154033.271,145840.051,143052.812,138836.784,131470.456,128652.507,124040.600,121494.926,115307.856,108913.480,105558.584,102266.584,100262.129,97420.254,94075.773,89297.396,85747.555,83139.744,79292.723,77147.398,73465.261,71324.519,68986.551,66838.398,63478.868,60528.312,58838.791,56530.635,55395.692,53831.263,52079.994,50516.217,47914.845,44869.118,44315.869,42711.515,40969.771,40231.364,38571.724,37029.829,35926.976,34148.684,33809.338,31636.393
250.3,0.000,5.858,317441.170,258549.785,263354.477,263488.221,259403.996,250346.633,244897.080,229045.007,220041.326,212508.258,200065.771,184890.789,180482.359,172672.809,165678.184,159519.881,153825.418,145113.322,143399.181,137221.944,129914.681,128041.802,124251.014,118971.611,116755.689,112324.163,109320.855,106238.005,101162.808,96782.596,94089.412,92201.259,88415.439,86098.341,82485.140,78668.881,76228.237,74227.782,70358.059,67967.659,66743.149,63540.066,62964.708,59939.308,56551.830,55552.089,53285.553,52140.947,50362.880,48038.038,46885.611,44605.137,42220.088,41463.021,40034.507,38404.548,37216.926,35559.228,34703.129,33738.817,32629.539,31455.040,29590.043
259.5,0.000,0.851,246675.222,203122.421,207757.966,209953.400,209281.255,201648.241,199905.396,189051.456,183817.001,178888.878,168204.889,159379.267,155944.836,148063.492,144147.538,137503.466,133957.879,128666.795,125483.328,120876.361,115644.354,112560.614,110153.625,105191.388,105067.126,100825.647,98288.792,94702.984,90552.836,86391.069,84747.650,84409.201,80843.053,78351.596,75222.550,72696.337,69944.261,67855.874,65408.466,62891.610,60496.800,58910.755,57541.015,54740.650,52233.984,50852.654,48913.978,47903.134,46933.810,45220.184,44148.086,40964.585,39342.309,38044.564,37191.133,36289.249,34847.434,32734.605,32057.177,31343.800,29965.579,29565.862,27641.877
269.0,0.000,13.842,179334.179,152576.034,157803.421,164049.951,163392.077,160503.611,159675.617,152474.955,147729.790,144739.053,138282.013,133180.815,129298.373,122855.931,120920.096,116159.844,113721.330,109761.788,107209.380,104232.311,99531.868,99274.638,95727.017,92601.572,91408.149,89185.248,85375.914,84182.143,80234.154,76788.818,76191.450,74673.954,71190.004,70033.648,66800.461,65208.180,62771.646,61125.881,57566.851,56896.874,55294.327,52817.902,51941.888,49578.588,47328.529,45769.929,45136.680,43828.230,42746.755,40723.133,39116.645,37422.927,35492.151,34770.185,33628.987,32682.982,32106.412,30420.101,29139.548,28531.478,27619.473,26690.514,24888.553
278.8,0.000,18.581,130625.118,111667.489,117572.904,123509.389,124584.651,123464.293,123692.859,120725.369,117807.316,115699.625,110938.815,106315.258,106807.914,102905.776,100176.054,95082.367,94901.322,93394.106,90753.819,86197.295,83883.798,83572.129,81912.004,79052.306,78926.391,76844.795,74127.770,72313.486,69744.352,66611.714,66104.829,64461.397,62788.275,61200.907,58818.058,57840.478,55561.811,53473.155,51890.788,49350.115,48936.628,46836.614,45860.144,43983.378,41830.443,41610.837,38797.739,39274.931,37661.273,36366.494,35676.031,33718.183,31909.381,30834.198,30295.818,29276.352,28443.838,27330.680,26179.905,25436.435,24466.939,23538.687,22652.900
289.0,0.000,9.995,94906.079,79642.234,83832.729,90353.385,93029.621,92910.195,92419.194,92234.529,92142.577,90262.495,87646.887,84302.963,84331.708,83439.598,82928.997,76886.718,78889.778,76160.560,74689.767,73307.593,71101.767,70253.571,68539.856,66093.481,66245.062,65802.887,63612.461,62674.211,60162.961,57897.859,56861.944,55642.596,54332.798,53337.273,50886.083,50223.006,48286.827,47303.664,45127.045,43747.070,42918.865,41685.684,40406.447,39179.280,36970.923,36026.712,34817.562,33955.065,33576.467,31944.589,31013.469,29253.947,28724.616,27783.291,27074.646,25863.317,25403.091,24447.535,23251.850,22506.134,22022.012,21325.192,20233.652
299.6,0.000,8.086,66272.915,56055.043,59456.534,64120.881,68294.024,66768.475,68202.590,69859.986,69703.879,68669.536,67171.685,66792.002,66961.645,63786.407,64300.382,61252.504,62264.709,60972.708,60850.554,60067.508,57722.724,56995.840,55944.217,55240.623,55480.070,53794.771,52991.010,51777.012,51275.001,49210.601,48348.657,46439.268,45974.764,45389.070,42573.808,42076.435,41512.106,39900.922,38133.499,37524.335,36750.108,35781.950,34442.109,33378.813,31323.281,30884.163,30512.096,29480.473,28864.493,27911.401,27059.465,25787.848,24721.876,23588.265,23278.963,22854.895,22067.006,21074.552,20162.599,19931.420,18981.633,18634.733,17544.541
310.6,0.000,0.000,45474.845,38254.481,39801.995,45149.177,47498.293,46246.006,48626.170,48864.245,51417.332,50469.990,49658.898,48699.022,50360.748,49406.674,49527.048,47467.410,48502.790,47684.483,47414.441,46414.809,45540.516,45709.922,45288.408,44483.302,44295.419,44796.367,43300.407,41761.854,41560.626,40221.681,39649.371,38876.248,38422.575,37916.068,36695.493,35205.036,34772.799,34466.356,32464.931,31182.730,31279.442,29617.761,29090.266,27927.297,27055.845,26284.022,25597.955,25624.812,25008.956,23641.322,22973.653,21967.343,21423.533,20423.658,20197.610,19681.536,18864.326,18307.786,16831.984,16698.750,16234.786,16364.870,15491.101
322.0,0.000,13.838,30527.096,25261.855,26916.105,29602.274,31536.583,31901.525,33956.762,34774.023,35432.613,35660.159,35388.753,35778.286,36611.590,36104.437,36934.541,36303.148,36959.720,37053.932,36384.414,36680.659,35546.676,35368.736,35771.526,35570.756,35827.777,35847.681,34167.523,34440.120,33176.284,32146.715,31992.854,31523.728,31407.205,30540.855,30062.381,29173.915,28008.740,27725.460,26801.508,25655.631,25624.736,25030.498,24049.571,22879.490,22509.480,22130.298,21554.846,21495.567,20383.108,20027.064,19661.346,18249.995,18205.468,17224.836,16520.553,16445.173,16016.828,15395.111,14771.014,14706.241,14137.506,13980.410,12935.190
333.8,0.000,6.985,19415.982,15888.482,16946.031,19150.528,20524.025,21072.499,22872.741,23253.949,24756.471,25328.276,24634.546,25625.880,25788.186,25885.514,26679.613,26531.483,26755.021,26990.885,27005.769,26430.433,27021.624,26999.495,27441.652,27510.020,27434.805,27831.424,26509.668,26377.990,26068.807,25379.046,24973.290,25047.827,25073.102,24131.391,23153.230,22859.598,22089.729,22264.823,21375.512,20623.822,20860.024,20262.917,19536.039,19116.951,18135.512,17986.782,17338.819,17056.726,17157.865,16074.304,16080.693,15325.191,14958.069,13998.609,13929.976,13396.940,12615.490,12842.255,12175.707,11966.327,11585.006,11068.946,10632.042
346.0,0.000,3.545,11647.901,9544.458,10433.822,11593.201,12444.813,13412.754,14734.042,15506.445,16176.045,16798.212,16609.182,17621.914,18398.455,18426.978,19365.647,19234.473,19459.472,20340.747,19578.401,19833.482,19893.382,20214.214,20677.307,20681.101,20939.336,20899.970,20271.372,19648.070,20494.991,19809.484,20051.669,19372.791,19412.908,18778.364,18420.542,18627.167,17516.477,17498.714,17276.445,16692.350,16442.003,16238.788,15873.103,15416.874,14255.128,14531.006,14079.067,13927.406,13961.025,13141.986,12681.180,12470.483,12156.229,11446.656,11224.955,10791.092,10518.522,10096.908,10126.236,9479.916,9354.012,8939.176,8756.900
358.7,0.000,3.599,7050.612,5759.821,6205.471,6821.503,7264.738,8356.591,9082.978,9694.918,10282.880,11155.525,11391.660,11601.215,11967.848,12561.640,12990.427,13368.106,13801.733,14663.884,13844.829,14942.104,14820.471,14916.131,15303.180,15173.064,15322.644,16213.831,15552.459,15024.818,15427.804,14902.342,15017.499,14901.379,14717.640,14637.409,14208.937,13665.733,14112.745,13663.214,13255.646,12795.605,12838.846,12709.874,12043.791,12066.329,11214.766,11651.463,11090.648,10997.807,10971.517,10556.065,10364.301,9695.277,9621.478,8980.736,8923.259,8605.956,8324.028,8045.879,8071.546,7754.723,7369.362,7136.017,6874.249
371.8,0.000,0.000,4016.574,3195.654,3664.145,3976.556,4266.560,5146.790,5672.821,5940.087,6584.887,6908.390,7394.657,7244.224,7823.345,8117.293,8587.201,9087.062,9762.240,9892.356,9731.685,10304.547,9926.261,10546.923,10507.325,10900.972,11036.215,11259.250,11165.715,11079.982,11336.687,10670.381,11399.262,11441.057,11172.743,10991.952,10778.987,10577.380,10369.078,10001.078,10090.782,9698.554,9667.478,9803.229,9592.346,9197.637,8726.113,8479.280,8664.945,8618.450,8517.071,8237.378,7909.146,7643.970,7232.899,6940.045,6954.557,7103.108,6481.307,6296.419,6066.384,6406.550,5830.028,5697.268,5633.768
385.4,0.000,0.000,2277.331,1988.296,2008.878,2285.501,2491.036,2930.754,3179.200,3324.069,3715.418,4309.462,4609.787,4720.418,4877.908,5267.502,5571.267,6108.116,6441.622,6701.508,6753.445,6939.917,7208.535,7835.242,7715.159,7636.564,7906.375,7834.902,7975.860,8133.816,8250.709,7850.401,7953.255,7991.050,8294.487,8032.910,8002.689,7836.849,7800.771,7476.859,7728.920,7453.379,7336.079,7416.691,7328.780,6879.123,7027.257,6774.501,6373.626,6591.443,6446.235,6498.090,5911.633,5853.298,5552.376,5343.583,5190.227,5469.332,4944.671,4964.141,4750.600,4651.505,4716.137,4363.357,4218.207
399.5,0.000,3.752,1263.805,1025.124,1054.553,1202.199,1483.963,1598.086,1735.305,1970.935,2215.770,2477.035,2707.002,2955.252,3232.794,3252.973,3892.834,3704.122,3981.614,4235.338,4446.934,4558.314,4586.349,5123.024,4858.770,5132.162,5330.530,5465.797,5522.301,5511.525,5626.857,5588.561,5867.640,5524.578,6051.155,5777.857,6074.181,5721.579,5667.002,5635.795,5686.820,5425.843,5322.985,5236.668,5399.144,5265.176,4857.127,5084.994,4828.689,4897.971,4647.103,4809.245,4561.150,4417.242,4294.183,3896.851,4049.009,3906.862,3714.318,3665.633,3663.761,3574.306,3390.408,3353.608,3308.372
414.2,15.253,0.000,759.399,624.209,558.718,715.453,730.180,892.706,1100.633,1177.293,1341.009,1434.795,1386.210,1720.018,1778.067,2109.328,2400.355,2292.554,2567.677,2690.764,2766.181,3250.671,3146.097,3406.538,3302.308,3479.496,3724.405,3667.587,3660.929,3938.994,3939.089,3849.349,3972.062,4074.551,4084.741,4187.665,4027.084,4000.448,4162.964,3819.083,4009.821,3691.744,3732.080,3765.902,4021.797,3524.317,3604.459,3639.553,3595.361,3536.622,3489.886,3486.567,3188.321,3265.721,3107.305,2942.650,2972.565,3026.277,2808.747,2646.811,2727.984,2595.666,2725.195,2550.951,2545.467
429.4,7.754,3.877,455.871,378.797,336.613,386.494,417.824,595.072,662.360,549.058,719.539,887.722,900.641,1032.537,1193.225,1188.729,1474.638,1494.498,1682.961,1760.313,1791.958,2008.021,1893.245,2187.321,2190.640,2231.930,2264.821,2573.208,2359.570,2594.669,2737.408,2669.420,2798.887,2631.586,2731.945,2879.833,2801.925,2762.156,2787.116,2946.874,2904.865,2869.810,2764.097,2665.568,2748.799,2636.126,2540.087,2496.387,2452.968,2422.759,2418.580,2569.823,2369.267,2197.887,2208.295,2046.481,2225.346,2040.385,2145.699,2038.294,1945.861,1919.346,1858.888,1816.436,1765.703
445.1,11.829,3.943,284.446,244.455,190.295,239.854,276.960,323.942,334.713,400.510,492.286,477.401,550.196,654.981,797.034,739.929,807.298,891.465,920.835,1070.278,1167.142,1244.056,1206.886,1357.519,1362.955,1598.293,1589.733,1532.950,1488.862,1792.087,1682.623,1780.222,1820.784,1833.621,1825.064,1920.610,1880.773,1879.568,1833.228,1842.531,1940.854,1823.322,1931.416,1844.619,1905.954,1785.755,1796.632,1728.405,1855.375,1897.022,1767.461,1805.995,1789.866,1643.846,1699.907,1663.941,1563.117,1484.302,1557.778,1363.549,1405.415,1272.747,1231.341,1279.880,1372.528
461.4,48.136,4.011,195.679,119.470,95.147,131.918,169.825,139.260,197.863,187.981,230.639,277.077,354.911,368.981,385.745,429.104,495.957,511.705,691.023,633.797,634.042,688.371,806.203,912.329,841.432,897.990,1085.477,1085.130,1028.144,1122.489,1150.690,1199.537,1112.915,1282.153,1266.591,1235.961,1364.571,1174.868,1312.728,1274.716,1307.818,1309.280,1260.488,1368.975,1327.516,1201.436,1173.089,1141.432,1212.188,1167.903,1229.329,1248.936,1169.244,1165.338,1022.616,1092.645,1069.035,1018.211,1054.973,1030.302,1015.131,927.736,986.251,970.943,920.876
478.3,80.380,0.000,141.770,137.049,72.622,138.531,74.630,99.372,175.516,94.452,109.379,120.820,141.848,213.628,212.648,219.331,276.990,292.339,315.181,398.163,385.195,498.236,421.443,579.884,577.256,523.452,653.890,694.131,670.933,666.970,780.107,721.805,739.495,780.992,885.024,870.688,839.961,903.536,804.533,745.827,811.775,879.537,900.980,755.548,813.659,817.828,829.586,877.535,857.022,795.165,774.123,794.941,743.467,807.424,742.100,726.589,750.249,779.331,751.442,804.530,609.496,677.158,628.242,608.035,576.978
495.8,38.456,0.000,98.907,98.743,64.841,61.685,75.512,77.737,64.232,65.845,99.021,104.729,70.077,101.435,105.974,154.255,168.193,146.198,172.748,213.982,233.500,220.341,264.416,281.585,290.039,330.319,426.427,383.969,425.299,407.831,464.313,410.928,468.023,507.290,528.643,512.485,534.495,530.960,524.790,574.479,553.201,490.435,494.212,559.917,566.536,609.049,518.672,495.634,553.470,540.025,647.304,579.853,646.694,534.919,483.779,464.428,456.608,462.729,557.796,438.138,389.196,418.846,407.274,461.732,378.941
514.0,21.030,4.206,75.537,50.540,37.893,65.775,64.752,39.580,69.258,56.792,18.006,72.839,40.553,66.000,81.100,86.866,93.884,81.670,126.280,103.724,124.547,144.091,146.636,199.233,179.181,147.130,243.030,238.015,260.883,261.437,325.514,309.466,286.578,269.301,332.762,312.498,313.192,341.935,263.653,326.689,332.946,305.507,342.053,287.521,393.078,417.016,370.381,351.856,344.611,370.775,316.880,394.362,280.318,308.416,291.597,305.039,321.184,374.594,348.942,344.326,274.100,253.334,281.346,284.650,323.883
532.8,4.285,0.000,81.227,46.791,50.817,49.042,65.963,44.353,22.282,29.426,25.680,31.888,45.244,50.428,37.313,48.230,33.720,41.562,66.716,65.025,74.326,90.192,105.121,88.647,101.711,96.838,119.852,156.831,119.891,152.775,204.096,138.747,152.197,220.179,167.029,190.627,254.299,231.914,152.815,190.536,225.486,237.474,207.441,220.856,221.338,213.005,199.405,193.686,253.530,243.410,206.453,197.293,183.665,208.993,230.944,235.367,243.168,178.408,205.449,227.902,176.535,182.243,214.016,149.118,149.871
552.3,0.000,0.000,64.543,56.355,38.322,35.378,42.014,60.670,25.225,23.204,37.388,51.539,17.642,34.261,13.581,52.434,49.988,26.127,52.232,38.657,32.949,38.565,57.716,109.940,69.104,85.576,97.739,107.180,89.673,82.688,151.647,71.578,118.327,115.581,94.498,101.532,117.745,118.483,139.904,120.957,118.584,139.134,112.150,112.575,180.653,136.543,119.413,144.011,137.246,120.930,159.378,111.626,185.189,155.026,95.908,110.831,148.986,122.807,103.702,137.846,105.699,102.931,128.077,132.325,81.652
572.5,0.000,0.000,45.239,26.517,66.522,26.106,38.551,59.636,32.580,7.886,19.059,26.075,7.195,41.916,24.230,34.173,26.137,23.275,49.692,6.568,22.817,42.481,25.857,32.025,19.215,5.044,41.788,48.209,60.542,54.544,48.494,63.459,69.428,42.125,58.158,76.999,84.551,50.861,90.612,94.836,85.330,90.439,77.164,105.930,105.768,71.831,64.027,90.935,83.735,101.163,92.840,96.480,93.903,81.124,76.267,69.053,83.015,100.450,99.763,118.086,59.537,87.821,48.034,60.449,63.485
593.5,0.000,0.000,44.995,44.772,84.684,22.039,30.376,16.976,28.879,19.971,19.307,30.189,29.155,21.232,24.547,24.234,13.605,26.947,16.781,10.340,13.208,36.221,19.807,25.955,35.688,33.750,19.539,35.815,46.973,32.504,35.588,41.788,36.942,55.100,51.861,55.256,51.572,41.865,55.988,35.227,66.852,30.182,51.146,52.663,62.400,78.198,37.642,38.121,71.806,54.311,61.188,67.442,57.701,35.070,57.286,44.517,42.981,50.244,39.546,38.129,38.095,40.956,53.966,44.360,63.256
615.3,4.601,0.000,68.858,39.845,63.660,16.589,22.135,17.319,29.463,28.526,19.698,46.201,37.181,15.768,25.044,17.661,20.820,13.746,0.000,16.609,26.952,16.797,13.198,13.241,19.861,6.608,3.322,9.966,13.350,19.897,23.106,19.677,23.084,26.455,13.228,6.632,13.154,23.000,32.872,22.871,32.584,29.245,35.875,22.851,32.735,22.830,22.402,45.376,39.289,23.011,9.857,39.319,45.788,42.287,38.965,29.198,32.422,23.363,23.061,29.176,22.672,23.050,25.910,25.862,25.815
637.8,4.696,0.000,45.143,52.575,10.874,25.849,22.593,26.517,21.480,12.478,8.042,15.719,22.770,13.386,14.607,14.421,14.168,14.031,34.950,13.545,17.194,10.287,0.000,6.757,23.651,26.423,16.957,23.735,6.813,10.155,20.215,16.738,6.732,10.126,13.502,37.233,19.567,6.708,10.042,40.022,19.956,9.950,6.658,19.992,26.730,9.987,22.866,43.007,23.148,16.676,20.122,16.723,10.015,9.961,3.314,26.492,26.462,26.494,9.935,16.545,16.529,13.236,19.835,13.199,16.469
661.2,4.761,0.000,53.990,36.214,45.441,21.776,18.325,17.922,17.423,8.434,24.462,27.891,7.695,11.209,14.810,7.310,8.556,17.782,10.631,10.858,6.973,27.813,17.286,0.000,6.851,14.241,3.438,13.751,13.816,3.432,0.000,13.576,10.238,10.267,6.845,13.727,10.791,10.201,17.894,16.907,16.860,14.318,10.126,13.513,13.550,16.876,6.624,6.709,0.000,3.381,27.203,13.564,10.154,13.465,6.721,16.788,20.128,3.358,7.502,10.064,0.000,6.710,13.408,10.037,6.679
685.4,0.000,0.000,53.376,30.604,28.840,23.767,28.078,13.731,13.348,12.923,24.987,24.420,7.861,3.816,11.346,29.872,16.939,7.266,3.620,7.178,0.000,14.206,10.595,3.499,0.000,6.986,7.025,14.047,3.528,10.517,3.490,10.401,3.486,6.992,3.496,17.528,6.953,8.401,16.390,3.454,0.000,16.291,0.000,6.902,3.460,3.448,3.383,6.853,13.791,0.000,13.894,6.927,6.915,6.878,13.731,0.000,6.853,0.000,2.627,10.281,6.848,0.000,3.424,3.418,6.823
710.5,0.000,0.000,29.534,36.236,39.008,38.576,23.736,18.571,9.027,13.109,8.449,20.643,15.949,19.358,15.346,0.000,3.722,11.056,14.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
