Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230124_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
187.7,0.000,0.266,18423.676,14474.602,13450.821,12496.636,11380.243,10609.485,9700.002,8742.240,7932.569,7239.240,6562.983,5990.970,5616.280,5201.349,4828.339,4553.890,4242.205,3972.239,3769.643,3576.552,3317.249,3199.675,3034.572,2911.040,2731.550,2634.448,2532.177,2395.478,2270.971,2145.564,2090.262,1995.354,1918.088,1834.032,1751.541,1651.756,1584.171,1519.078,1456.382,1384.644,1325.968,1284.103,1228.213,1172.791,1102.322,1093.884,1052.252,1007.721,980.503,945.648,897.685,848.859,817.119,803.239,763.742,723.450,709.974,683.940,669.425,624.057,610.803,577.512,545.948
194.6,0.038,0.272,16725.394,12990.240,12330.474,11504.713,10597.780,9861.374,9023.963,8288.283,7453.526,6874.390,6265.358,5760.149,5385.822,5011.102,4657.061,4434.078,4156.819,3870.249,3704.513,3506.987,3301.217,3145.405,2970.476,2885.321,2736.786,2628.482,2495.999,2369.261,2269.839,2141.672,2071.846,1985.941,1923.911,1824.540,1743.538,1649.420,1593.323,1514.886,1484.538,1398.600,1336.905,1302.265,1233.395,1174.470,1108.202,1086.635,1073.518,1028.550,987.900,946.188,896.735,858.734,831.847,791.834,777.165,732.425,715.812,681.612,660.022,629.098,614.423,587.441,563.183
201.7,0.000,0.560,14948.997,11654.361,11127.121,10527.942,9777.642,9062.647,8363.692,7702.398,7008.304,6427.956,5928.678,5446.501,5167.575,4761.049,4438.895,4245.545,4013.506,3761.306,3623.347,3393.528,3200.687,3063.006,2934.910,2793.298,2687.389,2574.134,2454.377,2351.243,2237.512,2115.201,2046.248,1991.316,1905.649,1829.563,1719.078,1656.984,1581.712,1515.074,1468.407,1392.372,1340.792,1285.241,1252.980,1205.299,1119.435,1104.118,1066.109,1041.474,983.917,945.564,909.213,862.944,822.659,805.408,777.960,751.803,715.247,694.808,668.641,644.657,607.924,598.982,573.368
209.1,0.000,0.277,12892.449,10263.971,9893.846,9467.216,8820.841,8238.372,7670.140,7007.508,6482.014,5993.408,5498.243,5100.387,4872.261,4476.677,4200.471,4017.499,3793.195,3578.260,3435.718,3246.896,3059.385,2938.817,2834.379,2685.456,2566.585,2476.600,2394.234,2266.674,2175.190,2058.909,1994.126,1937.742,1878.713,1772.743,1690.693,1618.190,1551.612,1484.893,1445.420,1353.797,1316.153,1275.694,1227.270,1158.407,1116.347,1070.359,1039.125,1021.424,982.160,938.093,901.655,846.607,827.222,790.457,762.852,747.552,715.908,687.097,655.994,630.693,609.035,595.935,566.975
216.7,0.000,0.547,11000.842,8865.040,8695.579,8304.319,7881.944,7415.183,6938.383,6366.939,5909.741,5510.544,5073.888,4687.511,4436.547,4208.805,3920.327,3751.063,3534.141,3369.422,3261.198,3080.735,2900.475,2805.755,2703.799,2559.947,2464.386,2351.540,2275.803,2160.581,2103.760,1983.144,1939.086,1880.754,1791.108,1750.621,1654.571,1592.019,1502.046,1446.774,1410.492,1322.401,1295.804,1249.762,1209.062,1140.189,1084.689,1059.785,1024.491,995.759,965.186,907.107,886.265,836.623,801.948,783.654,760.108,729.878,695.364,690.161,643.024,621.767,604.800,589.803,550.447
224.7,0.000,0.271,9247.266,7552.792,7452.135,7142.813,6870.676,6505.841,6179.458,5657.560,5256.159,5001.074,4611.601,4293.464,4054.613,3860.934,3650.933,3467.117,3294.296,3149.638,3047.358,2857.929,2725.625,2623.578,2524.204,2386.446,2345.507,2235.260,2163.376,2069.766,1979.746,1884.226,1851.142,1796.817,1712.155,1654.497,1592.582,1508.887,1455.250,1396.180,1347.972,1272.580,1260.299,1193.421,1171.892,1107.604,1049.533,1028.365,996.963,964.791,929.545,894.887,853.316,806.183,778.876,741.950,726.841,713.138,680.380,667.599,631.778,600.850,580.103,569.980,541.630
232.9,0.000,0.386,7665.825,6225.963,6228.416,6036.947,5886.702,5650.481,5345.203,4989.450,4690.282,4442.273,4143.884,3808.827,3644.525,3489.518,3260.978,3160.989,3037.740,2895.099,2776.518,2647.867,2513.832,2439.415,2348.893,2224.774,2211.082,2120.565,2040.856,1940.177,1872.624,1795.350,1728.021,1689.958,1619.795,1571.645,1503.348,1436.167,1379.857,1325.535,1273.925,1225.692,1175.290,1138.960,1089.607,1064.631,1004.431,973.562,943.877,921.297,882.790,844.957,822.078,784.511,749.710,726.879,704.318,677.236,668.634,633.045,602.147,585.620,556.969,551.628,514.523
241.4,0.000,0.216,6280.754,5088.502,5074.770,5075.374,4916.853,4771.172,4595.810,4273.646,4029.358,3881.497,3623.472,3333.320,3227.797,3111.409,2944.367,2818.044,2735.546,2587.994,2515.135,2406.770,2278.751,2235.200,2169.325,2054.226,2010.195,1938.134,1898.358,1801.685,1701.773,1649.353,1597.915,1566.596,1522.191,1469.934,1395.272,1339.806,1299.059,1238.949,1205.428,1147.895,1114.446,1077.915,1044.350,991.857,945.755,919.356,883.291,865.558,841.113,813.750,789.316,748.669,701.080,692.435,667.367,640.153,628.615,602.683,578.591,561.359,533.573,528.271,494.319
250.3,0.000,0.092,4960.018,4039.840,4114.914,4117.003,4053.187,3911.666,3826.517,3578.828,3438.146,3320.442,3126.028,2888.919,2820.037,2698.013,2588.722,2492.498,2403.522,2267.396,2240.612,2144.093,2029.917,2000.653,1941.422,1858.931,1824.308,1755.065,1708.138,1659.969,1580.669,1512.228,1470.147,1440.645,1381.491,1345.287,1288.830,1229.201,1191.066,1159.809,1099.345,1061.995,1042.862,992.814,983.824,936.552,883.622,868.001,832.587,814.702,786.920,750.594,732.588,696.955,659.689,647.860,625.539,600.071,581.514,555.613,542.236,527.169,509.837,491.485,462.344
259.5,0.000,0.013,3854.300,3173.788,3246.218,3280.522,3270.020,3150.754,3123.522,2953.929,2872.141,2795.139,2628.201,2490.301,2436.638,2313.492,2252.305,2148.492,2093.092,2010.419,1960.677,1888.693,1806.943,1758.760,1721.150,1643.615,1641.674,1575.401,1535.762,1479.734,1414.888,1349.860,1324.182,1318.894,1263.173,1224.244,1175.352,1135.880,1092.879,1060.248,1022.007,982.681,945.262,920.481,899.078,855.323,816.156,794.573,764.281,748.486,733.341,706.565,689.814,640.072,614.724,594.446,581.111,567.020,544.491,511.478,500.893,489.747,468.212,461.967,431.904
269.0,0.000,0.216,2802.097,2384.001,2465.678,2563.280,2553.001,2507.869,2494.932,2382.421,2308.278,2261.548,2160.656,2080.950,2020.287,1919.624,1889.377,1814.998,1776.896,1715.028,1675.147,1628.630,1555.185,1551.166,1495.735,1446.900,1428.252,1393.520,1333.999,1315.346,1253.659,1199.825,1190.491,1166.781,1112.344,1094.276,1043.757,1018.878,980.807,955.092,899.482,889.014,863.974,825.280,811.592,774.665,739.508,715.155,705.261,684.816,667.918,636.299,611.198,584.733,554.565,543.284,525.453,510.672,501.663,475.314,455.305,445.804,431.554,417.039,388.884
278.8,0.000,0.290,2041.017,1744.805,1837.077,1929.834,1946.635,1929.130,1932.701,1886.334,1840.739,1807.807,1733.419,1661.176,1668.874,1607.903,1565.251,1485.662,1482.833,1459.283,1418.028,1346.833,1310.684,1305.815,1279.875,1235.192,1233.225,1200.700,1158.246,1129.898,1089.755,1040.808,1032.888,1007.209,981.067,956.264,919.032,903.757,868.153,835.518,810.794,771.096,764.635,731.822,716.565,687.240,653.601,650.169,606.215,613.671,588.457,568.226,557.438,526.847,498.584,481.784,473.372,457.443,444.435,427.042,409.061,397.444,382.296,367.792,353.952
289.0,0.000,0.156,1482.907,1244.410,1309.886,1411.772,1453.588,1451.722,1444.050,1441.165,1439.728,1410.351,1369.483,1317.234,1317.683,1303.744,1295.766,1201.355,1232.653,1190.009,1167.028,1145.431,1110.965,1097.712,1070.935,1032.711,1035.079,1028.170,993.945,979.285,940.046,904.654,888.468,869.416,848.950,833.395,795.095,784.734,754.482,739.120,705.110,683.548,670.607,651.339,631.351,612.176,577.671,562.917,544.024,530.548,524.632,499.134,484.585,457.093,448.822,434.114,423.041,404.114,396.923,381.993,363.310,351.658,344.094,333.206,316.151
299.6,0.000,0.126,1035.514,875.860,929.008,1001.889,1067.094,1043.257,1065.665,1091.562,1089.123,1072.962,1049.558,1043.625,1046.276,996.663,1004.693,957.070,972.886,952.699,950.790,938.555,901.918,890.560,874.128,863.135,866.876,840.543,827.985,809.016,801.172,768.916,755.448,725.614,718.356,709.204,665.216,657.444,648.627,623.452,595.836,586.318,574.220,559.093,538.158,521.544,489.426,482.565,476.752,460.632,451.008,436.116,422.804,402.935,386.279,368.567,363.734,357.108,344.797,329.290,315.041,311.428,296.588,291.168,274.133
310.6,0.000,0.000,710.544,597.726,621.906,705.456,742.161,722.594,759.784,763.504,803.396,788.594,775.920,760.922,786.887,771.979,773.860,741.678,757.856,745.070,740.851,725.231,711.571,714.218,707.631,695.052,692.116,699.943,676.569,652.529,649.385,628.464,619.521,607.441,600.353,592.439,573.367,550.079,543.325,538.537,507.265,487.230,488.741,462.778,454.535,436.364,422.748,410.688,399.968,400.388,390.765,369.396,358.963,343.240,334.743,319.120,315.588,307.524,294.755,286.059,263.000,260.918,253.669,255.701,242.048
322.0,0.000,0.216,476.986,394.716,420.564,462.536,492.759,498.461,530.574,543.344,553.635,557.190,552.949,559.036,572.056,564.132,577.102,567.237,577.496,578.968,568.506,573.135,555.417,552.636,558.930,555.793,559.809,560.120,533.868,538.127,518.379,502.292,499.888,492.558,490.738,477.201,469.725,455.842,437.637,433.210,418.774,400.869,400.386,391.102,375.775,357.492,351.711,345.786,336.794,335.868,318.486,312.923,307.209,285.156,284.460,269.138,258.134,256.956,250.263,240.549,230.797,229.785,220.899,218.444,202.112
333.8,0.000,0.109,303.375,248.258,264.782,299.227,320.688,329.258,357.387,363.343,386.820,395.754,384.915,400.404,402.940,404.461,416.869,414.554,418.047,421.733,421.965,412.976,422.213,421.867,428.776,429.844,428.669,434.866,414.214,412.156,407.325,396.548,390.208,391.372,391.767,377.053,361.769,357.181,345.152,347.888,333.992,322.247,325.938,316.608,305.251,298.702,283.367,281.043,270.919,266.511,268.092,251.161,251.261,239.456,233.720,218.728,217.656,209.327,197.117,200.660,190.245,186.974,181.016,172.952,166.126
346.0,0.000,0.055,181.998,149.132,163.028,181.144,194.450,209.574,230.219,242.288,252.751,262.472,259.518,275.342,287.476,287.922,302.588,300.539,304.054,317.824,305.913,309.898,310.834,315.847,323.083,323.142,327.177,326.562,316.740,307.001,320.234,309.523,313.307,302.700,303.327,293.412,287.821,291.049,273.695,273.417,269.944,260.818,256.906,253.731,248.017,240.889,222.736,227.047,219.985,217.616,218.141,205.344,198.143,194.851,189.941,178.854,175.390,168.611,164.352,157.764,158.222,148.124,146.156,139.675,136.827
358.7,0.000,0.056,110.166,89.997,96.960,106.586,113.512,130.572,141.922,151.483,160.670,174.305,177.995,181.269,186.998,196.276,202.975,208.877,215.652,229.123,216.325,233.470,231.570,233.065,239.112,237.079,239.416,253.341,243.007,234.763,241.059,232.849,234.648,232.834,229.963,228.710,222.015,213.527,220.512,213.488,207.119,199.931,200.607,198.592,188.184,188.536,175.231,182.054,173.291,171.841,171.430,164.939,161.942,151.489,150.336,140.324,139.426,134.468,130.063,125.717,126.118,121.168,115.146,111.500,107.410
371.8,0.000,0.000,62.759,49.932,57.252,62.134,66.665,80.419,88.638,92.814,102.889,107.944,115.542,113.191,122.240,126.833,134.175,141.985,152.535,154.568,152.058,161.009,155.098,164.796,164.177,170.328,172.441,175.926,174.464,173.125,177.136,166.725,178.113,178.767,174.574,171.749,168.422,165.272,162.017,156.267,157.668,151.540,151.054,153.175,149.880,143.713,136.346,132.489,135.390,134.663,133.079,128.709,123.580,119.437,113.014,108.438,108.665,110.986,101.270,98.382,94.787,100.102,91.094,89.020,88.028
385.4,0.000,0.000,35.583,31.067,31.389,35.711,38.922,45.793,49.675,51.939,58.053,67.335,72.028,73.757,76.217,82.305,87.051,95.439,100.650,104.711,105.523,108.436,112.633,122.426,120.549,119.321,123.537,122.420,124.623,127.091,128.917,122.663,124.270,124.860,129.601,125.514,125.042,122.451,121.887,116.826,120.764,116.459,114.626,115.886,114.512,107.486,109.801,105.852,99.588,102.991,100.722,101.533,92.369,91.458,86.756,83.493,81.097,85.458,77.260,77.565,74.228,72.680,73.690,68.177,65.909
399.5,0.000,0.059,19.747,16.018,16.477,18.784,23.187,24.970,27.114,30.796,34.621,38.704,42.297,46.176,50.512,50.828,60.826,57.877,62.213,66.177,69.483,71.224,71.662,80.047,75.918,80.190,83.290,85.403,86.286,86.118,87.920,87.321,91.682,86.322,94.549,90.279,94.909,89.400,88.547,88.059,88.857,84.779,83.172,81.823,84.362,82.268,75.893,79.453,75.448,76.531,72.611,75.144,71.268,69.019,67.097,60.888,63.266,61.045,58.036,57.276,57.246,55.849,52.975,52.400,51.693
414.2,0.238,0.000,11.866,9.753,8.730,11.179,11.409,13.949,17.197,18.395,20.953,22.419,21.660,26.875,27.782,32.958,37.506,35.821,40.120,42.043,43.222,50.792,49.158,53.227,51.599,54.367,58.194,57.306,57.202,61.547,61.548,60.146,62.063,63.665,63.824,65.432,62.923,62.507,65.046,59.673,62.653,57.683,58.314,58.842,62.841,55.067,56.320,56.868,56.178,55.260,54.529,54.478,49.818,51.027,48.552,45.979,46.446,47.286,43.887,41.356,42.625,40.557,42.581,39.859,39.773
429.4,0.121,0.061,7.123,5.919,5.260,6.039,6.528,9.298,10.349,8.579,11.243,13.871,14.073,16.133,18.644,18.574,23.041,23.352,26.296,27.505,27.999,31.375,29.582,34.177,34.229,34.874,35.388,40.206,36.868,40.542,42.772,41.710,43.733,41.119,42.687,44.997,43.780,43.159,43.549,46.045,45.389,44.841,43.189,41.649,42.950,41.189,39.689,39.006,38.328,37.856,37.790,40.153,37.020,34.342,34.505,31.976,34.771,31.881,33.527,31.848,30.404,29.990,29.045,28.382,27.589
445.1,0.185,0.062,4.444,3.820,2.973,3.748,4.328,5.062,5.230,6.258,7.692,7.459,8.597,10.234,12.454,11.561,12.614,13.929,14.388,16.723,18.237,19.438,18.858,21.211,21.296,24.973,24.840,23.952,23.263,28.001,26.291,27.816,28.450,28.650,28.517,30.010,29.387,29.368,28.644,28.790,30.326,28.489,30.178,28.822,29.781,27.902,28.072,27.006,28.990,29.641,27.617,28.219,27.967,25.685,26.561,25.999,24.424,23.192,24.340,21.305,21.960,19.887,19.240,19.998,21.446
461.4,0.752,0.063,3.057,1.867,1.487,2.061,2.654,2.176,3.092,2.937,3.604,4.329,5.545,5.765,6.027,6.705,7.749,7.995,10.797,9.903,9.907,10.756,12.597,14.255,13.147,14.031,16.961,16.955,16.065,17.539,17.980,18.743,17.389,20.034,19.790,19.312,21.321,18.357,20.511,19.917,20.435,20.458,19.695,21.390,20.742,18.772,18.330,17.835,18.940,18.248,19.208,19.515,18.269,18.208,15.978,17.073,16.704,15.910,16.484,16.098,15.861,14.496,15.410,15.171,14.389
478.3,1.256,0.000,2.215,2.141,1.135,2.165,1.166,1.553,2.742,1.476,1.709,1.888,2.216,3.338,3.323,3.427,4.328,4.568,4.925,6.221,6.019,7.785,6.585,9.061,9.020,8.179,10.217,10.846,10.483,10.421,12.189,11.278,11.555,12.203,13.828,13.604,13.124,14.118,12.571,11.654,12.684,13.743,14.078,11.805,12.713,12.779,12.962,13.711,13.391,12.424,12.096,12.421,11.617,12.616,11.595,11.353,11.723,12.177,11.741,12.571,9.523,10.581,9.816,9.501,9.015
495.8,0.601,0.000,1.545,1.543,1.013,0.964,1.180,1.215,1.004,1.029,1.547,1.636,1.095,1.585,1.656,2.410,2.628,2.284,2.699,3.343,3.648,3.443,4.131,4.400,4.532,5.161,6.663,6.000,6.645,6.372,7.255,6.421,7.313,7.926,8.260,8.008,8.351,8.296,8.200,8.976,8.644,7.663,7.722,8.749,8.852,9.516,8.104,7.744,8.648,8.438,10.114,9.060,10.105,8.358,7.559,7.257,7.135,7.230,8.716,6.846,6.081,6.544,6.364,7.215,5.921
514.0,0.329,0.066,1.180,0.790,0.592,1.028,1.012,0.618,1.082,0.887,0.281,1.138,0.634,1.031,1.267,1.357,1.467,1.276,1.973,1.621,1.946,2.251,2.291,3.113,2.800,2.299,3.797,3.719,4.076,4.085,5.086,4.835,4.478,4.208,5.199,4.883,4.894,5.343,4.120,5.105,5.202,4.774,5.345,4.493,6.142,6.516,5.787,5.498,5.385,5.793,4.951,6.162,4.380,4.819,4.556,4.766,5.018,5.853,5.452,5.380,4.283,3.958,4.396,4.448,5.061
532.8,0.067,0.000,1.269,0.731,0.794,0.766,1.031,0.693,0.348,0.460,0.401,0.498,0.707,0.788,0.583,0.754,0.527,0.649,1.042,1.016,1.161,1.409,1.643,1.385,1.589,1.513,1.873,2.450,1.873,2.387,3.189,2.168,2.378,3.440,2.610,2.979,3.973,3.624,2.388,2.977,3.523,3.711,3.241,3.451,3.458,3.328,3.116,3.026,3.961,3.803,3.226,3.083,2.870,3.266,3.609,3.678,3.799,2.788,3.210,3.561,2.758,2.848,3.344,2.330,2.342
552.3,0.000,0.000,1.008,0.881,0.599,0.553,0.656,0.948,0.394,0.363,0.584,0.805,0.276,0.535,0.212,0.819,0.781,0.408,0.816,0.604,0.515,0.603,0.902,1.718,1.080,1.337,1.527,1.675,1.401,1.292,2.369,1.118,1.849,1.806,1.477,1.586,1.840,1.851,2.186,1.890,1.853,2.174,1.752,1.759,2.823,2.133,1.866,2.250,2.144,1.890,2.490,1.744,2.894,2.422,1.499,1.732,2.328,1.919,1.620,2.154,1.652,1.608,2.001,2.068,1.276
572.5,0.000,0.000,0.707,0.414,1.039,0.408,0.602,0.932,0.509,0.123,0.298,0.407,0.112,0.655,0.379,0.534,0.408,0.364,0.776,0.103,0.357,0.664,0.404,0.500,0.300,0.079,0.653,0.753,0.946,0.852,0.758,0.992,1.085,0.658,0.909,1.203,1.321,0.795,1.416,1.482,1.333,1.413,1.206,1.655,1.653,1.122,1.000,1.421,1.308,1.581,1.451,1.508,1.467,1.268,1.192,1.079,1.297,1.570,1.559,1.845,0.930,1.372,0.751,0.945,0.992
593.5,0.000,0.000,0.703,0.700,1.323,0.344,0.475,0.265,0.451,0.312,0.302,0.472,0.456,0.332,0.384,0.379,0.213,0.421,0.262,0.162,0.206,0.566,0.309,0.406,0.558,0.527,0.305,0.560,0.734,0.508,0.556,0.653,0.577,0.861,0.810,0.863,0.806,0.654,0.875,0.550,1.045,0.472,0.799,0.823,0.975,1.222,0.588,0.596,1.122,0.849,0.956,1.054,0.902,0.548,0.895,0.696,0.672,0.785,0.618,0.596,0.595,0.640,0.843,0.693,0.988
615.3,0.072,0.000,1.076,0.623,0.995,0.259,0.346,0.271,0.460,0.446,0.308,0.722,0.581,0.246,0.391,0.276,0.325,0.215,0.000,0.260,0.421,0.262,0.206,0.207,0.310,0.103,0.052,0.156,0.209,0.311,0.361,0.307,0.361,0.413,0.207,0.104,0.206,0.359,0.514,0.357,0.509,0.457,0.561,0.357,0.511,0.357,0.350,0.709,0.614,0.360,0.154,0.614,0.715,0.661,0.609,0.456,0.507,0.365,0.360,0.456,0.354,0.360,0.405,0.404,0.403
637.8,0.073,0.000,0.705,0.821,0.170,0.404,0.353,0.414,0.336,0.195,0.126,0.246,0.356,0.209,0.228,0.225,0.221,0.219,0.546,0.212,0.269,0.161,0.000,0.106,0.370,0.413,0.265,0.371,0.106,0.159,0.316,0.262,0.105,0.158,0.211,0.582,0.306,0.105,0.157,0.625,0.312,0.155,0.104,0.312,0.418,0.156,0.357,0.672,0.362,0.261,0.314,0.261,0.156,0.156,0.052,0.414,0.413,0.414,0.155,0.259,0.258,0.207,0.310,0.206,0.257
661.2,0.074,0.000,0.844,0.566,0.710,0.340,0.286,0.280,0.272,0.132,0.382,0.436,0.120,0.175,0.231,0.114,0.134,0.278,0.166,0.170,0.109,0.435,0.270,0.000,0.107,0.223,0.054,0.215,0.216,0.054,0.000,0.212,0.160,0.160,0.107,0.214,0.169,0.159,0.280,0.264,0.263,0.224,0.158,0.211,0.212,0.264,0.103,0.105,0.000,0.053,0.425,0.212,0.159,0.210,0.105,0.262,0.314,0.052,0.117,0.157,0.000,0.105,0.209,0.157,0.104
685.4,0.000,0.000,0.834,0.478,0.451,0.371,0.439,0.215,0.209,0.202,0.390,0.382,0.123,0.060,0.177,0.467,0.265,0.114,0.057,0.112,0.000,0.222,0.166,0.055,0.000,0.109,0.110,0.219,0.055,0.164,0.055,0.163,0.054,0.109,0.055,0.274,0.109,0.131,0.256,0.054,0.000,0.255,0.000,0.108,0.054,0.054,0.053,0.107,0.215,0.000,0.217,0.108,0.108,0.107,0.215,0.000,0.107,0.000,0.041,0.161,0.107,0.000,0.054,0.053,0.107
710.5,0.000,0.000,0.461,0.566,0.609,0.603,0.371,0.290,0.141,0.205,0.132,0.323,0.249,0.302,0.240,0.000,0.058,0.173,0.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.472,0.908,0.455,0.231,0.227,0.074,0.216,0.279,0.135,0.264,0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.888,0.888,0.889,0.891,0.893,0.898,0.905,0.915,0.928,0.943,0.959,0.970,0.987,1.00,1.01,1.02,1.04,1.05,1.06,1.07,1.07,1.08,1.08,1.09,1.09,1.10,1.09,1.09,1.08,1.09,1.10,1.10,1.10,1.09,1.09,1.09,1.10,1.10,1.10,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.13,1.12,1.11,1.11,1.10,1.10,1.11,1.11,1.11,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.28,10.28,10.28,10.32,10.32,10.30,10.31,10.31,10.30,10.31,10.30,10.31,10.30,10.31,10.31,10.30,10.31,10.31,10.30,10.31,10.31,10.31,10.31,10.30,10.30,10.30,10.31,10.32,10.32,10.30,10.30,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.30,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.30,10.30,10.30,10.30,10.30,10.30,10.31,10.31
High Voltage (V),9709.61,9709.61,9709.61,9716.28,9715.58,9712.55,9710.80,9706.65,9700.85,9696.38,9688.92,9683.51,9677.47,9671.81,9666.53,9661.23,9656.99,9651.18,9647.32,9646.04,9643.18,9640.64,9641.40,9637.14,9634.00,9634.00,9633.38,9637.62,9637.62,9636.83,9634.63,9633.06,9630.88,9631.05,9633.69,9631.99,9632.93,9631.81,9629.80,9629.18,9627.93,9627.00,9626.07,9627.31,9627.62,9628.56,9624.95,9618.46,9625.14,9629.01,9629.63,9631.50,9630.57,9631.64,9631.48,9632.56,9633.94,9635.33,9637.33,9637.33,9637.02,9636.71,9637.02,9635.02,9634.40
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
