Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_HRH_20230413.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23,04/13/23
Start Time,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00,15:56:00,15:59:00,16:02:00,16:05:00,16:08:00,16:11:00,16:14:00,16:17:00,16:20:00,16:23:00,16:26:00,16:29:00,16:32:00,16:35:00,16:38:00,16:41:00,16:44:00,16:47:00,16:50:00,16:53:00,16:56:00
Diameter Midpoint
 53.3,13.1214,6.56071,1864.81,2231.19,1932.31,1711.78,1279.92,1052.27,949.52,725.348,725.731,663.853,19.6821,90.6828,6.56071,19.6821,0,6.56071,26.2428,11.9543,136.959,201.399,82.1388,130.047,61.2896,76.7452,32.8035,26.2428
 55.2,6.44965,6.44965,2410.94,2296.88,2379.18,1787.58,1315.39,1501.04,1238.03,642.899,671.952,606.608,6.44965,0,12.8993,6.44965,32.2482,19.3489,6.44965,0,162.044,171.965,97.547,158.263,75.2203,42.9721,62.0129,64.4965
 57.3,6.34225,26.4135,3438.83,2264.32,2291.51,2028.61,1329.85,1337.31,1460.95,748.38,1309.35,792.852,31.7113,39.098,19.0268,45.4403,12.6845,12.6845,12.6845,12.6845,119.383,244.978,122.592,161.485,86.422,60.0085,65.8648,44.3958
 59.4,12.4767,11.4493,4430.02,2710.89,2574.08,2077.57,1654.33,1686.46,1565.71,804.631,1111.25,782.765,18.715,5.21098,12.4767,56.7405,12.4767,0,23.4149,12.4767,247.558,190.907,213.21,120.151,184.584,53.0681,99.8135,49.9067
 61.5,12.2755,6.13775,5386.97,2457.27,2594.46,2087.08,1713.95,1727,1405.32,1074.39,1117.99,795.636,30.6887,44.8239,26.4106,10.6789,75.5126,24.551,13.7892,18.4132,249.838,289.905,223.986,221.222,130.406,68.1241,98.204,71.2345
 63.8,12.0806,0,5361.59,3015.46,2794.1,2293.11,1764.03,2051.8,1737.63,913.075,1305.87,1278.71,24.1612,58.573,28.3714,24.1612,22.3311,60.4031,6.04031,12.0806,376.989,456.022,174.398,254.498,243.112,96.7546,136.657,105.065
 66.1,5.94588,0,5022.2,3161.08,2744.44,2563.96,1931.79,2136.48,1911.2,1110.04,1720.09,1178.1,37.3349,29.7294,1.65961,71.3506,31.389,5.94588,17.8376,5.94588,316.4,455.574,259.751,466.164,493.692,37.9103,146.596,73.0102
 68.5,11.7687,5.88435,5543.68,3074.68,3576.17,2592.47,1905.25,2785.68,1978.42,1267.21,1516.63,1410.41,27.7793,33.5563,21.895,47.0748,21.895,5.88435,11.7687,0,362.287,363.03,259.761,421.766,104.911,229.49,116.68,131.948
 71.0,17.3839,11.5893,5328.26,3250.95,2948.06,3240.61,1914.59,2445.5,2295.31,1341.54,1515.06,1520.7,75.7999,71.2586,23.1785,53.5608,46.357,23.1785,12.059,0,382.915,518.699,252.301,469.209,221.445,140.011,306.96,106.966
 73.7,5.73611,11.4722,5923.8,4148.15,3104.32,3197.37,2528.26,2697.61,2376.5,1502.65,2076.32,1484.58,22.4795,145.77,22.9444,80.2776,28.6805,36.7844,22.4795,17.2083,478.775,509.02,350.241,703.118,562.651,95.5832,178.721,113.792
 76.4,28.3936,5.67872,6367.69,3634.91,3376.16,2988.29,2524.24,3230.13,2554.19,1458.39,2268.14,1707.77,22.7149,47.0389,34.0723,63.3402,51.1085,9.01343,11.3574,11.3574,782.486,742.829,489.384,553.203,244.571,215.057,192.225,178.268
 79.1,5.22586,0,6169.12,4274.46,3682.87,4511.02,2421.19,3619.87,2365.24,1719.49,2397.37,1726.2,22.0932,52.3105,56.2245,92.1863,39.3571,27.7156,22.0932,11.2449,589.01,1099.94,453.579,756.795,326.642,214.172,201.911,170.504
 82.0,5.95993,5.56724,6309.22,4583.97,3775.43,3797.3,2397.36,3600.82,3435.85,1837.84,2409.39,2063.29,18.3309,89.0758,27.8362,118.708,38.9707,35.0326,33.7961,5.56724,511.841,840.305,716.698,762.243,476.19,219.537,190.523,218.693
 85.1,11.0262,11.0262,7811.99,4322.63,3684.87,3883.67,2581.42,3898.56,3070.06,2353.88,2706.61,2154.84,37.3671,55.1308,33.0785,93.1101,78.2617,63.3745,11.0262,22.0523,566.477,888.156,574.575,773.515,582.216,283.897,290.729,232.868
 88.2,5.48604,18.1694,7345.65,5826.63,3915.37,4020.47,2701.01,4119.31,2959.01,2034.99,2936.02,2364.89,45.5996,63.7691,38.4023,65.8325,137.789,103.722,142.637,16.4581,658.259,932.667,658.384,1021.45,594.296,355.023,237.85,289.096
 91.4,1.78021,10.9521,6825.96,5066.59,4083.49,4157.63,2749.27,4335.55,3468.46,2134.45,3789.06,2409.03,54.4191,87.1047,21.7335,59.7672,32.6856,50.9441,23.5137,23.5137,654.383,1155.63,727.146,982.158,850.639,470.268,316.909,281.011
 94.7,19.8567,3.63548,6795.65,4942.01,5272.5,4419.21,3054.31,3784.58,3450.98,1965.12,3362,2887.86,53.8369,95.3218,10.8141,77.2367,102.5,37.8494,178.199,41.4849,791.381,1163.39,1056.89,1039.73,598.406,487.472,382.733,259.072
 98.2,5.38097,5.38097,7032.86,5006.3,4186.5,5828.15,2856.18,4116.28,3502.97,2461.65,3544.65,2719.32,146.056,89.9461,53.8097,139.346,57.6603,59.1907,63.0413,48.4288,648.727,1522.41,1020.08,1194.44,715.602,369.048,576.848,329.061
